ID,Title,Price,Miles,Location,Market Price
814,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
815,2021 GMC Terrain SLT AWD,$29000,24538 mi,"Beaver Dam, WI",$2039 below market
816,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,"Plymouth, WI",$2931 below market
817,2021 Chevrolet Express Cargo 3500 Extended RWD,$39887,47245 mi,"Plymouth, WI",$2650 below market
818,2021 Toyota RAV4 XLE AWD,$30558,16355 mi,"Brookfield, WI",$2735 below market
819,2019 Nissan Rogue SV FWD,$21798,40234 mi,"Antioch, IL",$605 below market
820,2020 Karma Revero GT RWD,$68500,9673 mi,"Gurnee, IL",$8130 below market
821,2020 Buick Encore GX Essence AWD,$21899,53377 mi,"Gurnee, IL",$3359 below market
822,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
823,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,"Saukville, WI",$3749 below market
824,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,"Milwaukee, WI",$3214 below market
825,2019 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$41765,41100 mi,"Cedarburg, WI",$2893 below market
826,2020 Ford F-150 XLT SuperCrew 4WD,$36994,32889 mi,"Cedarburg, WI",$2597 below market
827,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
828,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
829,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
830,2023 Volkswagen Golf R 2.0T 4Motion AWD,$52227,1916 mi,"Milwaukee, WI",$3955 below market
831,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
832,2021 Honda Accord Hybrid Touring FWD,$31150,24401 mi,"Gurnee, IL",$2558 below market
833,2022 Hyundai Santa Fe SEL AWD,$29500,15795 mi,"Gurnee, IL",$3087 below market
834,2016 Nissan Rogue S FWD,$10990,101100 mi,"Gurnee, IL",$2296 below market
835,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,"Plymouth, WI",$5430 below market
836,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
837,2021 Ford Escape SE AWD,$24300,25355 mi,"Lake Geneva, WI",$2054 below market
838,2019 Jeep Grand Cherokee Limited 4WD,$28250,63854 mi,"Plymouth, WI",$1161 below market
839,2019 Lexus RX 350L Luxury AWD,$37009,54926 mi,"Brookfield, WI",$1562 below market
840,2020 Buick Encore GX Essence AWD,$21899,53377 mi,"Gurnee, IL",$3359 below market
841,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
842,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,"Saukville, WI",$3749 below market
843,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,"Milwaukee, WI",$3214 below market
844,2019 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$41765,41100 mi,"Cedarburg, WI",$2893 below market
845,2020 Ford F-150 XLT SuperCrew 4WD,$36994,32889 mi,"Cedarburg, WI",$2597 below market
846,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
847,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
848,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
849,2023 Volkswagen Golf R 2.0T 4Motion AWD,$52227,1916 mi,"Milwaukee, WI",$3955 below market
850,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
851,2021 Honda Accord Hybrid Touring FWD,$31150,24401 mi,"Gurnee, IL",$2558 below market
852,2022 Hyundai Santa Fe SEL AWD,$29500,15795 mi,"Gurnee, IL",$3087 below market
853,2016 Nissan Rogue S FWD,$10990,101100 mi,"Gurnee, IL",$2296 below market
854,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,"Plymouth, WI",$5430 below market
855,2020 Toyota Tacoma TRD Sport Double Cab 4WD,$37981,32291 mi,"Waukesha, WI",$775 below market
856,2020 Ford Explorer ST AWD,$38926,52388 mi,"Fox Lake, IL",$1144 below market
857,2020 Jeep Wrangler Unlimited Willys 4WD,$38000,48573 mi,"Beaver Dam, WI",$484 below market
858,2020 Hyundai Venue SEL FWD,$17966,19814 mi,"Brookfield, WI",$2333 below market
859,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,"Random Lake, WI",$2785 below market
860,2002 Honda S2000 Roadster,$21900,89791 mi,"Delavan, WI",$4698 below market
861,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,"Greenfield, WI",$4055 below market
862,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
863,2022 Honda Accord EX-L FWD,$29971,14824 mi,"Kenosha, WI",$2069 below market
864,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,"Beaver Dam, WI",$1888 below market
865,2019 Jeep Compass Limited 4WD,$18985,89308 mi,"Beaver Dam, WI",$1679 below market
866,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,"Beaver Dam, WI",$3333 below market
867,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
868,2022 GMC Terrain SLE AWD,$27883,7826 mi,"Plymouth, WI",$2699 below market
869,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,"Plymouth, WI",$3961 below market
870,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,"Plymouth, WI",$2220 below market
871,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
872,2021 GMC Terrain SLT AWD,$29000,24538 mi,"Beaver Dam, WI",$2039 below market
873,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,"Plymouth, WI",$2931 below market
874,2020 Chevrolet Trax LT FWD,$17806,40528 mi,"Milwaukee, WI",$1574 below market
875,2021 Chevrolet Silverado 1500 Custom Double Cab 4WD,$36995,23108 mi,"Milwaukee, WI",$563 below market
876,2017 Chevrolet Suburban 1500 Premier 4WD,$28979,130110 mi,"Milwaukee, WI",$2165 below market
877,2021 Dodge Charger Scat Pack RWD,$51450,4677 mi,"Plymouth, WI",$994 below market
878,2020 Buick Encore GX Essence AWD,$21899,53377 mi,"Gurnee, IL",$3359 below market
879,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
880,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,"Saukville, WI",$3749 below market
881,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,"Milwaukee, WI",$3214 below market
882,2019 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$41765,41100 mi,"Cedarburg, WI",$2893 below market
883,2020 Ford F-150 XLT SuperCrew 4WD,$36994,32889 mi,"Cedarburg, WI",$2597 below market
884,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
885,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
886,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
887,2023 Volkswagen Golf R 2.0T 4Motion AWD,$52227,1916 mi,"Milwaukee, WI",$3955 below market
888,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
889,2021 Honda Accord Hybrid Touring FWD,$31150,24401 mi,"Gurnee, IL",$2558 below market
890,2022 Hyundai Santa Fe SEL AWD,$29500,15795 mi,"Gurnee, IL",$3087 below market
891,2016 Nissan Rogue S FWD,$10990,101100 mi,"Gurnee, IL",$2296 below market
892,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,"Plymouth, WI",$5430 below market
893,2023 Hyundai Sonata SEL FWD,$25969,4181 mi,"Waukesha, WI",$1217 below market
894,2020 Jeep Wrangler Unlimited Sahara 4WD,$40500,21416 mi,"Brookfield, WI",$2226 below market
895,2021 Chevrolet Silverado 1500 Custom Crew Cab 4WD,$35232,28795 mi,"West Bend, WI",$1858 below market
896,2023 Porsche Cayenne,$75964,1676 mi,"Milwaukee, WI",$6587 below market
897,2020 Buick Encore GX Essence AWD,$21899,53377 mi,"Gurnee, IL",$3359 below market
898,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
899,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,"Saukville, WI",$3749 below market
900,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,"Milwaukee, WI",$3214 below market
901,2019 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$41765,41100 mi,"Cedarburg, WI",$2893 below market
902,2020 Ford F-150 XLT SuperCrew 4WD,$36994,32889 mi,"Cedarburg, WI",$2597 below market
903,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
904,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
905,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
906,2023 Volkswagen Golf R 2.0T 4Motion AWD,$52227,1916 mi,"Milwaukee, WI",$3955 below market
907,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
908,2021 Honda Accord Hybrid Touring FWD,$31150,24401 mi,"Gurnee, IL",$2558 below market
909,2022 Hyundai Santa Fe SEL AWD,$29500,15795 mi,"Gurnee, IL",$3087 below market
910,2016 Nissan Rogue S FWD,$10990,101100 mi,"Gurnee, IL",$2296 below market
911,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,"Plymouth, WI",$5430 below market
912,2022 Jeep Gladiator Mojave Crew Cab 4WD,$48444,20213 mi,"Mukwonago, WI",$1544 below market
913,2021 Nissan Maxima Platinum FWD,$35595,5646 mi,"Greenfield, WI",$1066 below market
914,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,"Random Lake, WI",$2785 below market
915,2022 Chevrolet Silverado 1500 Limited RST Crew Cab 4WD,$44999,45187 mi,"Brookfield, WI",$1054 below market
916,2020 Ford F-150 Lariat SuperCrew 4WD,$33955,72973 mi,"Milwaukee, WI",$7141 below market
917,2012 Toyota RAV4 Base,$7999,125247 mi,"Zion, IL",$3840 below market
918,2007 Ford F-250 Super Duty Lariat Crew Cab 4WD,$11999,142287 mi,"Zion, IL",$6291 below market
919,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,$65305,10945 mi,"Plymouth, WI",$11400 below market
920,2022 Jeep Compass Latitude FWD,$23105,9168 mi,"Plymouth, WI",$4786 below market
921,2013 Ford Escape SE AWD,$6999,111077 mi,"Milwaukee, WI",$3643 below market
922,2015 Chrysler Town & Country Touring-L FWD,$10995,99926 mi,"Fox Lake, IL",$3860 below market
923,2017 RAM 1500 Big Horn Crew Cab 4WD,$19995,128055 mi,"Mchenry, IL",$4387 below market
924,2019 Ford F-150 XLT SuperCrew LB 4WD,$32994,35626 mi,"Sheboygan, WI",$6179 below market
925,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
926,2013 Honda Odyssey EX-L FWD,$7998,169189 mi,"Milwaukee, WI",$3345 below market
927,2020 Ford Explorer Platinum AWD,$35458,45472 mi,"Oconomowoc, WI",$5394 below market
928,2023 Cadillac XT6 Premium Luxury AWD,$51000,2326 mi,"Plymouth, WI",$6480 below market
929,2017 Ford F-150 XLT 4WD,$15935,157369 mi,"Milwaukee, WI",$4676 below market
930,2020 Honda CR-V EX-L AWD,$27424,25954 mi,"Milwaukee, WI",$3309 below market
931,2017 Chevrolet Tahoe LT 4WD,$27884,110900 mi,"West Bend, WI",$2648 below market
932,2020 Jeep Grand Cherokee Limited 4WD,$32900,18385 mi,"Brookfield, WI",$1382 below market
933,2022 Honda Civic Sport FWD,$26644,11445 mi,"West Bend, WI",$1595 below market
934,2021 Chevrolet Express Cargo 3500 Extended RWD,$39887,47245 mi,"Plymouth, WI",$2650 below market
935,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,"Random Lake, WI",$2785 below market
936,2002 Honda S2000 Roadster,$21900,89791 mi,"Delavan, WI",$4698 below market
937,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,"Greenfield, WI",$4055 below market
938,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
939,2022 Honda Accord EX-L FWD,$29971,14824 mi,"Kenosha, WI",$2069 below market
940,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,"Beaver Dam, WI",$1888 below market
941,2019 Jeep Compass Limited 4WD,$18985,89308 mi,"Beaver Dam, WI",$1679 below market
942,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,"Beaver Dam, WI",$3333 below market
943,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
944,2022 GMC Terrain SLE AWD,$27883,7826 mi,"Plymouth, WI",$2699 below market
945,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,"Plymouth, WI",$3961 below market
946,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,"Plymouth, WI",$2220 below market
947,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
948,2021 GMC Terrain SLT AWD,$29000,24538 mi,"Beaver Dam, WI",$2039 below market
949,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,"Plymouth, WI",$2931 below market
950,2015 GMC Terrain Denali,$14209,111238 mi,"Brookfield, WI",$1059 below market
951,2020 Jeep Gladiator Rubicon Crew Cab 4WD,$46200,22329 mi,"Kenosha, WI",$920 below market
952,2015 Mazda MX-5 Miata Grand Touring Convertible with Retractable Hardtop,$20895,23355 mi,"Gurnee, IL",$2025 below market
953,2018 Dodge Journey Crossroad AWD,$16082,101579 mi,"Antioch, IL",$467 above market
954,2004 Cadillac XLR RWD,$20999,49495 mi,"Brown Deer, WI",$3609 below market
955,2023 Acura RDX SH-AWD with Advance and A-Spec Package,$49686,351 mi,"Milwaukee, WI",$2892 below market
956,2020 Dodge Charger Scat Pack RWD,$40899,44968 mi,"West Bend, WI",$2571 below market
957,2020 Ford Ranger XL SuperCab 4WD,$19580,133189 mi,"Watertown, WI",$2514 below market
958,2020 GMC Sierra 1500 SLT Crew Cab 4WD,$43580,48600 mi,"Watertown, WI",$2900 below market
959,2019 Chevrolet Camaro,$26995,1787 mi,"Plymouth, WI",$3768 below market
960,2013 Chevrolet Silverado 1500 LT Extended Cab 4WD,$8998,204254 mi,"Delavan, WI",$2605 below market
961,2021 Ford F-150 XLT SuperCrew 4WD,$39898,20260 mi,"Delavan, WI",$4506 below market
962,2021 Cadillac XT5 Premium Luxury AWD,$40884,8106 mi,"Delavan, WI",$3771 below market
963,2021 Chevrolet Suburban Z71 4WD,$59898,48674 mi,"Delavan, WI",$4990 below market
964,2016 GMC Yukon SLE 4WD,$29999,50500 mi,"Sheboygan Falls, WI",$2128 below market
965,2020 Volvo XC90 T6 Momentum 7-Passenger AWD,$38929,34729 mi,"Waukesha, WI",$2918 below market
966,2017 Chevrolet Tahoe LT 4WD,$28594,111278 mi,"Milwaukee, WI",$2357 below market
967,2020 Chevrolet Equinox 2.0T Premier AWD,$29282,4777 mi,"Milwaukee, WI",$2345 below market
968,2020 Toyota Tacoma TRD Sport Double Cab 4WD,$35800,24317 mi,"Milwaukee, WI",$3496 below market
969,2019 Cadillac XT5 Luxury AWD,$30490,49723 mi,"Brookfield, WI",$279 below market
970,2021 Toyota Corolla LE FWD,$23826,5734 mi,"Fox Lake, IL",$517 above market
971,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
972,2015 Subaru Outback 2.5i Limited,$20990,67103 mi,"Mequon, WI",$435 above market
973,2004 Cadillac XLR RWD,$20999,49495 mi,"Brown Deer, WI",$3609 below market
974,2023 Acura RDX SH-AWD with Advance and A-Spec Package,$49686,351 mi,"Milwaukee, WI",$2892 below market
975,2020 Dodge Charger Scat Pack RWD,$40899,44968 mi,"West Bend, WI",$2571 below market
976,2020 Ford Ranger XL SuperCab 4WD,$19580,133189 mi,"Watertown, WI",$2514 below market
977,2020 GMC Sierra 1500 SLT Crew Cab 4WD,$43580,48600 mi,"Watertown, WI",$2900 below market
978,2019 Chevrolet Camaro,$26995,1787 mi,"Plymouth, WI",$3768 below market
979,2013 Chevrolet Silverado 1500 LT Extended Cab 4WD,$8998,204254 mi,"Delavan, WI",$2605 below market
980,2021 Ford F-150 XLT SuperCrew 4WD,$39898,20260 mi,"Delavan, WI",$4506 below market
981,2021 Cadillac XT5 Premium Luxury AWD,$40884,8106 mi,"Delavan, WI",$3771 below market
982,2021 Chevrolet Suburban Z71 4WD,$59898,48674 mi,"Delavan, WI",$4990 below market
983,2016 GMC Yukon SLE 4WD,$29999,50500 mi,"Sheboygan Falls, WI",$2128 below market
984,2020 Volvo XC90 T6 Momentum 7-Passenger AWD,$38929,34729 mi,"Waukesha, WI",$2918 below market
985,2017 Chevrolet Tahoe LT 4WD,$28594,111278 mi,"Milwaukee, WI",$2357 below market
986,2020 Chevrolet Equinox 2.0T Premier AWD,$29282,4777 mi,"Milwaukee, WI",$2345 below market
987,2020 Toyota Tacoma TRD Sport Double Cab 4WD,$35800,24317 mi,"Milwaukee, WI",$3496 below market
988,2011 Buick LaCrosse CX FWD,$12499,58330 mi,"Sheboygan, WI",$827 above market
989,2013 Ford F-250 Super Duty Lariat Crew Cab LB 4WD,$30000,167448 mi,"Milwaukee, WI",$1057 below market
990,2022 GMC Sierra 1500 Limited Denali Crew Cab 4WD,$55994,16742 mi,"Mount Pleasant, WI",$1704 below market
991,2019 Ford F-150 XLT SuperCrew LB 4WD,$36970,22885 mi,"Lomira, WI",$2750 below market
992,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,"Random Lake, WI",$2785 below market
993,2002 Honda S2000 Roadster,$21900,89791 mi,"Delavan, WI",$4698 below market
994,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,"Greenfield, WI",$4055 below market
995,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
996,2022 Honda Accord EX-L FWD,$29971,14824 mi,"Kenosha, WI",$2069 below market
997,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,"Beaver Dam, WI",$1888 below market
998,2019 Jeep Compass Limited 4WD,$18985,89308 mi,"Beaver Dam, WI",$1679 below market
999,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,"Beaver Dam, WI",$3333 below market
1000,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
1001,2022 GMC Terrain SLE AWD,$27883,7826 mi,"Plymouth, WI",$2699 below market
1002,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,"Plymouth, WI",$3961 below market
1003,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,"Plymouth, WI",$2220 below market
1004,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
1005,2021 GMC Terrain SLT AWD,$29000,24538 mi,"Beaver Dam, WI",$2039 below market
1006,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,"Plymouth, WI",$2931 below market
1007,2016 Chevrolet Impala LTZ 2LZ FWD,$18799,73916 mi,"Milwaukee, WI",$1680 below market
1008,2020 Toyota RAV4 XLE Premium AWD,$31472,36211 mi,"Brookfield, WI",$1871 below market
1009,2020 Hyundai Palisade SEL AWD,$23995,133112 mi,"Mukwonago, WI",$3177 below market
1010,2021 Chevrolet Express Cargo 3500 Extended RWD,$40985,47863 mi,"Plymouth, WI",$1401 below market
1011,2020 Ford F-150 Lariat SuperCrew 4WD,$33955,72973 mi,"Milwaukee, WI",$7141 below market
1012,2012 Toyota RAV4 Base,$7999,125247 mi,"Zion, IL",$3840 below market
1013,2007 Ford F-250 Super Duty Lariat Crew Cab 4WD,$11999,142287 mi,"Zion, IL",$6291 below market
1014,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,$65305,10945 mi,"Plymouth, WI",$11400 below market
1015,2022 Jeep Compass Latitude FWD,$23105,9168 mi,"Plymouth, WI",$4786 below market
1016,2013 Ford Escape SE AWD,$6999,111077 mi,"Milwaukee, WI",$3643 below market
1017,2015 Chrysler Town & Country Touring-L FWD,$10995,99926 mi,"Fox Lake, IL",$3860 below market
1018,2017 RAM 1500 Big Horn Crew Cab 4WD,$19995,128055 mi,"Mchenry, IL",$4387 below market
1019,2019 Ford F-150 XLT SuperCrew LB 4WD,$32994,35626 mi,"Sheboygan, WI",$6179 below market
1020,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1021,2013 Honda Odyssey EX-L FWD,$7998,169189 mi,"Milwaukee, WI",$3345 below market
1022,2020 Ford Explorer Platinum AWD,$35458,45472 mi,"Oconomowoc, WI",$5394 below market
1023,2023 Cadillac XT6 Premium Luxury AWD,$51000,2326 mi,"Plymouth, WI",$6480 below market
1024,2017 Ford F-150 XLT 4WD,$15935,157369 mi,"Milwaukee, WI",$4676 below market
1025,2020 Honda CR-V EX-L AWD,$27424,25954 mi,"Milwaukee, WI",$3309 below market
1026,2017 Lexus ES 350 FWD,$27684,44950 mi,"Milwaukee, WI",$1173 below market
1027,2019 Volkswagen Atlas SEL 4Motion,$31875,44845 mi,"Milwaukee, WI",$492 below market
1028,2022 Chevrolet Silverado 2500HD Custom Crew Cab 4WD,$49955,45850 mi,"Fox Lake, IL",$2586 below market
1029,2020 Chevrolet Blazer 2LT FWD,$25611,24465 mi,"Brookfield, WI",$2772 below market
1030,2020 Buick Encore GX Essence AWD,$21899,53377 mi,"Gurnee, IL",$3359 below market
1031,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,"Saukville, WI",$4262 below market
1032,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,"Saukville, WI",$3749 below market
1033,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,"Milwaukee, WI",$3214 below market
1034,2019 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$41765,41100 mi,"Cedarburg, WI",$2893 below market
1035,2020 Ford F-150 XLT SuperCrew 4WD,$36994,32889 mi,"Cedarburg, WI",$2597 below market
1036,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,"Cedarburg, WI",$2435 below market
1037,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,"Cedarburg, WI",$3193 below market
1038,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,"Gurnee, IL",$1625 below market
1039,2023 Volkswagen Golf R 2.0T 4Motion AWD,$52227,1916 mi,"Milwaukee, WI",$3955 below market
1040,2023 Porsche Macan T AWD,$61382,2301 mi,"Milwaukee, WI",$5636 below market
1041,2021 Honda Accord Hybrid Touring FWD,$31150,24401 mi,"Gurnee, IL",$2558 below market
1042,2022 Hyundai Santa Fe SEL AWD,$29500,15795 mi,"Gurnee, IL",$3087 below market
1043,2016 Nissan Rogue S FWD,$10990,101100 mi,"Gurnee, IL",$2296 below market
1044,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,"Plymouth, WI",$5430 below market
1045,2022 Ford Escape Titanium AWD,$34400,15007 mi,"Kenosha, WI",$312 below market
1046,2020 Ford Explorer ST AWD,$38926,52388 mi,"Fox Lake, IL",$1144 below market
1047,2021 GMC Terrain SLT AWD,$29000,24538 mi,"Beaver Dam, WI",$2039 below market
1048,2020 Ford Transit Passenger 350 XLT Low Roof LWB RWD with Sliding Passenger-Side Door,$37794,92313 mi,"Waukesha, WI",$3479 below market
1049,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,"Random Lake, WI",$2785 below market
1050,2002 Honda S2000 Roadster,$21900,89791 mi,"Delavan, WI",$4698 below market
1051,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,"Greenfield, WI",$4055 below market
1052,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,"Random Lake, WI",$2507 below market
1053,2022 Honda Accord EX-L FWD,$29971,14824 mi,"Kenosha, WI",$2069 below market
1054,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,"Beaver Dam, WI",$1888 below market
1055,2019 Jeep Compass Limited 4WD,$18985,89308 mi,"Beaver Dam, WI",$1679 below market
1056,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,"Beaver Dam, WI",$3333 below market
1057,2022 Ford Escape SEL AWD,$32300,1687 mi,"Beaver Dam, WI",$3710 below market
1058,2022 GMC Terrain SLE AWD,$27883,7826 mi,"Plymouth, WI",$2699 below market
1059,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,"Plymouth, WI",$3961 below market
1060,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,"Plymouth, WI",$2220 below market
1061,2022 GMC Terrain SLE AWD,$27814,19214 mi,"Plymouth, WI",$1794 below market
1062,2021 GMC Terrain SLT AWD,$29000,24538 mi,"Beaver Dam, WI",$2039 below market
1063,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,"Plymouth, WI",$2931 below market
1064,2020 Buick Envision Essence AWD,$25810,60195 mi,"Watertown, WI",$944 below market
1065,2021 BMW X7 xDrive40i AWD,$55258,47236 mi,"Milwaukee, WI",$2518 below market
1066,2014 RAM ProMaster 2500 159 High Roof Cargo Van,$25405,75983 mi,"Plymouth, WI",$1083 below market
1067,2021 Chevrolet Silverado 1500 LT Trail Boss Crew Cab 4WD,$47240,27267 mi,"Burlington, WI",$1185 below market
1068,2020 Ford F-150 Lariat SuperCrew 4WD,$33955,72973 mi,"Milwaukee, WI",$7141 below market
1069,2012 Toyota RAV4 Base,$7999,125247 mi,"Zion, IL",$3840 below market
1070,2007 Ford F-250 Super Duty Lariat Crew Cab 4WD,$11999,142287 mi,"Zion, IL",$6291 below market
1071,2021 Jeep Wrangler Unlimited Rubicon 392 4WD,$65305,10945 mi,"Plymouth, WI",$11400 below market
1072,2022 Jeep Compass Latitude FWD,$23105,9168 mi,"Plymouth, WI",$4786 below market
1073,2013 Ford Escape SE AWD,$6999,111077 mi,"Milwaukee, WI",$3643 below market
1074,2015 Chrysler Town & Country Touring-L FWD,$10995,99926 mi,"Fox Lake, IL",$3860 below market
1075,2017 RAM 1500 Big Horn Crew Cab 4WD,$19995,128055 mi,"Mchenry, IL",$4387 below market
1076,2019 Ford F-150 XLT SuperCrew LB 4WD,$32994,35626 mi,"Sheboygan, WI",$6179 below market
1077,2021 BMW X5 M AWD,$84858,11135 mi,"Milwaukee, WI",$8218 below market
1078,2013 Honda Odyssey EX-L FWD,$7998,169189 mi,"Milwaukee, WI",$3345 below market
1079,2020 Ford Explorer Platinum AWD,$35458,45472 mi,"Oconomowoc, WI",$5394 below market
1080,2023 Cadillac XT6 Premium Luxury AWD,$51000,2326 mi,"Plymouth, WI",$6480 below market
1081,2017 Ford F-150 XLT 4WD,$15935,157369 mi,"Milwaukee, WI",$4676 below market
1082,2020 Honda CR-V EX-L AWD,$27424,25954 mi,"Milwaukee, WI",$3309 below market
